NNLDESC,ClusterTitle,PathTitle,SOCTITLE,SOCCODE,EntryWage,MeanWage,Skills Required
NEXT,Management & Business Operations,Executive Leadership,Chief Executive Officers,11-1011,100000,200000,"Executive Leadership, Business Strategy, Decision-Making, Financial Planning"
NEXT,Management & Business Operations,Operations Management,Operations Managers,11-1022,70000,115000,"Operations Management, Business Strategy, Process Optimization, Leadership"
LATER,Management & Business Operations,Project & Program Management,Program Managers,Nov-11,75000,130000,"Program Management, Strategic Planning, Budgeting, Risk Management"
LATER,Management & Business Operations,Executive Leadership,Senior Managers,11-1021,90000,150000,"Executive Leadership, Business Strategy, Decision-Making, Operations Management"
NOW,Government & Public Administration,Legislative & Political Leadership,Legislators,11-1031,40000,80000,"Legislative Processes, Public Policy, Government Relations, Public Speaking"
NEXT,Government & Public Administration,Legislative & Political Leadership,State Legislators,11-1031,45000,85000,"Legislative Processes, Public Policy, Government Relations, Public Speaking"
NEXT,Government & Public Administration,Political Leadership & Advisory,Politician scientist,19-3094,55000,95000,"Political Science, Policy Analysis, Government Relations, Research"
LATER,Government & Public Administration,Executive & Policy Leadership,Governors,11-1021,80000,150000,"Government Leadership, Policy Implementation, Public Administration, Decision-Making"
LATER,Government & Public Administration,Executive & Policy Leadership,U.S. Senators,11-1031,175000,174000,"Government Leadership, Policy Implementation, Public Administration, Decision-Making"
NOW,"Arts, Design, Entertainment, Sports & Media",Sports & Entertainment,Athletes & Sports Competitors,27-2021,25000,75000,"Athletic Performance, Physical Training, Competition, Sports Strategy"
NEXT,"Arts, Design, Entertainment, Sports & Media",Sports & Entertainment,Athletes & Sports Competitors,27-2021,30000,90000,"Athletic Performance, Physical Training, Competition, Sports Strategy"
NEXT,"Arts, Design, Entertainment, Sports & Media",Sports Management & Coaching,Coaches & Scouts,27-2022,35000,50000,"Coaching, Team Leadership, Sports Strategy, Scouting"
LATER,"Arts, Design, Entertainment, Sports & Media",Sports Management & Coaching,Athletic Trainers,29-9091,40000,60000,"Athletic Training, Injury Prevention, Rehabilitation, Fitness Coaching"
LATER,"Arts, Design, Entertainment, Sports & Media",Sports Management & Coaching,Sports Managers,Nov-99,55000,1000,"Sports Management, Business Strategy, Team Operations, Marketing"
NOW,"Arts, Design, Entertainment, Sports & Media",History & Archaeology,Historians,19-3093,45000,75000,"Historical Research, Writing, Archival Research, Public Speaking"
NEXT,"Arts, Design, Entertainment, Sports & Media",History & Archaeology,Historians,19-3093,48000,80000,"Historical Research, Writing, Archival Research, Public Speaking"
NEXT,"Arts, Design, Entertainment, Sports & Media",History & Archaeology,History Professors,25-1123,60000,90000,"Teaching, Research, Public Speaking, Writing"
LATER,"Arts, Design, Entertainment, Sports & Media",History & Archaeology,Archaeologists,19-3091,53000,85000,"Archaeology, Fieldwork, Research, Historical Analysis"
LATER,"Arts, Design, Entertainment, Sports & Media",Public History & Research,Museum Curators,25-4012,50000,75000,"Museum Management, Collection Curation, Public Engagement, Research"
NOW,"Arts, Design, Entertainment, Sports & Media",Journalism & Media,Journalists,27-3022,35000,60000,"Journalism, News Reporting, Writing, Investigative Research"
NEXT,"Arts, Design, Entertainment, Sports & Media",Journalism & Media,Reporters & Correspondents,27-3022,40000,65000,"Journalism, News Reporting, Writing, Investigative Research"
NEXT,"Arts, Design, Entertainment, Sports & Media",Journalism & Media,Broadcast News Analysts,27-3023,45000,75000,"Broadcast Journalism, News Analysis, Research, Public Speaking"
LATER,"Arts, Design, Entertainment, Sports & Media",Journalism & Media,Editors,27-3041,50000,85000,"Editing, Writing, Content Management, Proofreading"
LATER,"Arts, Design, Entertainment, Sports & Media",Journalism & Media,Public Relations Managers,Nov-31,55000,95000,"Public Relations, Media Strategy, Crisis Communication, Branding"
NOW,Education & Training,K-12 Education,Foreign Language Teachers,25-1124,38000,60000,"Teaching, Language Proficiency, Communication, Curriculum Development"
NEXT,Education & Training,K-12 Education,Foreign Language Teachers,25-1124,40000,65000,"Teaching, Language Proficiency, Communication, Curriculum Development"
NEXT,Education & Training,Higher Education & Academia,College Foreign Language Teachers,25-1124,45000,70000,"Teaching, Research, Language Proficiency, Writing"
LATER,Education & Training,Higher Education & Academia,University Language Professors,25-1124,50000,75000,"Teaching, Research, Language Proficiency, Writing"
LATER,Education & Training,Adult & Continuing Education,ESL Teachers,25-2021,40000,65000,"Teaching, ESL Instruction, Communication, Cultural Competency"
NOW,"Arts, Design, Entertainment, Sports & Media",Writing & Publishing,Poets & Lyricists,27-3043,25000,50000,"Creative Writing, Poetry, Lyricism, Storytelling"
NEXT,"Arts, Design, Entertainment, Sports & Media",Writing & Publishing,Poets & Lyricists,27-3043,30000,55000,"Creative Writing, Poetry, Lyricism, Storytelling"
NEXT,"Arts, Design, Entertainment, Sports & Media",Writing & Publishing,Authors,27-3042,35000,60000,"Creative Writing, Storytelling, Publishing, Research"
LATER,"Arts, Design, Entertainment, Sports & Media",Writing & Publishing,Creative Writers,27-3043,40000,65000,"Creative Writing, Storytelling, Publishing, Research"
LATER,"Arts, Design, Entertainment, Sports & Media",Writing & Publishing,Editorial Writers,27-3041,45000,75000,"Editorial Writing, Journalism, Research, Communication"
NOW,"Arts, Design, Entertainment, Sports & Media",Broadcasting & Media Production,Broadcast News Analysts,27-3023,35000,60000,"Broadcast Journalism, News Analysis, Research, Public Speaking"
NEXT,"Arts, Design, Entertainment, Sports & Media",Broadcasting & Media Production,News Anchors,27-3021,40000,70000,"Broadcast Journalism, Public Speaking, News Reporting, Communication"
NEXT,"Arts, Design, Entertainment, Sports & Media",Broadcasting & Media Production,Radio & Television Announcers,27-3011,30000,50000,"Broadcast Journalism, Public Speaking, News Reporting, Communication"
LATER,"Arts, Design, Entertainment, Sports & Media",Broadcasting & Media Production,Radio & Television Directors,27-2012,45000,75000,"Media Production, Directing, Broadcast Journalism, Leadership"
LATER,"Arts, Design, Entertainment, Sports & Media",Broadcasting & Media Production,Broadcast Producers,27-2011,50000,90000,"Broadcast Production, Journalism, Storytelling, Directing"
NOW,"Arts, Design, Entertainment, Sports & Media",Graphic Design & Visual Arts,Graphic Designers,27-1024,45000,65000,"Graphic Design, Visual Communication, Adobe Creative Suite, Branding"
NEXT,"Arts, Design, Entertainment, Sports & Media",Graphic Design & Visual Arts,Multimedia Artists,27-1014,48000,70000,"Multimedia Art, Animation, Graphic Design, 3D Modeling"
NEXT,"Arts, Design, Entertainment, Sports & Media",Industrial & Product Design,Industrial Designers,17-2112,52000,75000,"Industrial Design, Product Development, CAD Software, Prototyping"
LATER,"Arts, Design, Entertainment, Sports & Media",Fashion & Textile Design,Fashion Designers,27-1022,50000,80000,"Fashion Design, Textile Knowledge, Trend Analysis, Sewing"
LATER,"Arts, Design, Entertainment, Sports & Media",Interior Design & Architecture,Interior Designers,27-1025,46000,72000,"Interior Design, Space Planning, AutoCAD, Aesthetics"
NOW,Education & Training,Higher Education & Academia,Philosophy Professors,25-1126,45000,80000,"Philosophy, Teaching, Research, Writing"
NEXT,Education & Training,Higher Education & Academia,Philosophy Professors,25-1126,50000,85000,"Philosophy, Teaching, Research, Writing"
NEXT,Education & Training,Research & Development,Research Philosophers,19-3099,48000,77000,"Philosophical Research, Writing, Ethics, Critical Thinking"
LATER,Education & Training,Higher Education & Academia,University Professors (Philosophy),25-1126,55000,90000,"Philosophy, Teaching, Research, Writing"
LATER,Education & Training,Public Policy & Ethics,Ethics Consultants,19-3099,60000,95000,"Ethics, Policy Analysis, Consulting, Critical Thinking"
NOW,Community & Social Service,Criminal Justice & Law Enforcement,Criminologists,19-4092,46000,75000,"Criminology, Criminal Justice, Research, Data Analysis"
NEXT,Community & Social Service,Criminal Justice & Law Enforcement,Criminologists,19-4092,50000,80000,"Criminology, Criminal Justice, Research, Data Analysis"
NEXT,Community & Social Service,Research & Development,Sociologists,19-3041,48000,74000,"Sociology, Research, Statistical Analysis, Writing"
LATER,Community & Social Service,Criminal Justice & Law Enforcement,Forensic Science Technicians,19-4093,53000,82000,"Forensic Science, Crime Scene Investigation, Laboratory Analysis, Research"
LATER,Community & Social Service,Public Policy & Research,Policy Analysts,19-3091,55000,90000,"Policy Analysis, Public Policy, Research, Writing"
NOW,Business & Financial Operations,Business Management & Administration,Corporate Secretaries,43-6011,45000,80000,"Corporate Governance, Compliance, Business Administration, Legal Documentation"
NEXT,Business & Financial Operations,Business Management & Administration,Corporate Secretaries,43-6011,50000,85000,"Corporate Governance, Compliance, Business Administration, Legal Documentation"
NEXT,Business & Financial Operations,Business Management & Administration,Compliance Officers,13-1041,55000,90000,"Regulatory Compliance, Risk Management, Legal Analysis, Business Ethics"
LATER,Business & Financial Operations,Business Management & Administration,Legal Advisors,23-1011,60000,95000,"Legal Analysis, Business Law, Compliance, Risk Management"
LATER,Business & Financial Operations,Business Management & Administration,General Counsel,23-1011,80000,150000,"Legal Strategy, Corporate Law, Business Management, Risk Assessment"
NOW,Business & Financial Operations,Marketing & Advertising,Marketing Specialists,13-1161,45000,75000,"Marketing Strategy, Market Research, Branding, Advertising"
NEXT,Business & Financial Operations,Marketing & Advertising,Market Research Analysts,19-3021,50000,85000,"Market Research, Data Analysis, Consumer Behavior, Statistics"
NEXT,Business & Financial Operations,Marketing & Advertising,Advertising Managers,Nov-11,60000,110000,"Advertising Strategy, Marketing Campaigns, Branding, Public Relations"
LATER,Business & Financial Operations,Marketing & Advertising,Sales Managers,Nov-22,65000,120000,"Sales Management, Marketing Strategy, Customer Relations, Negotiation"
LATER,Business & Financial Operations,Marketing & Advertising,Public Relations Managers,Nov-31,55000,100000,"Public Relations, Media Management, Branding, Crisis Communication"
NOW,Business & Financial Operations,Logistics & Supply Chain Management,Logistics Managers,Nov-71,60000,95000,"Logistics Management, Supply Chain Coordination, Inventory Management, Transportation"
NEXT,Business & Financial Operations,Logistics & Supply Chain Management,Supply Chain Managers,Nov-71,65000,105000,"Supply Chain Management, Procurement, Inventory Optimization, Business Strategy"
NEXT,Business & Financial Operations,Logistics & Supply Chain Management,Operations Managers,11-1021,70000,115000,"Operations Management, Process Optimization, Leadership, Logistics"
LATER,Business & Financial Operations,Logistics & Supply Chain Management,Distribution Managers,Nov-99,75000,120000,"Distribution Management, Supply Chain Strategy, Logistics, Inventory Control"
LATER,Business & Financial Operations,Logistics & Supply Chain Management,Transportation Managers,Nov-71,80000,125000,"Transportation Management, Supply Chain Coordination, Logistics, Fleet Management"
NOW,Business & Financial Operations,Business Management,General Managers,11-1021,60000,100000,"General Management, Leadership, Business Strategy, Decision-Making"
NEXT,Business & Financial Operations,Business Management,Operations Managers,11-1021,65000,110000,"Operations Management, Process Improvement, Leadership, Logistics"
NEXT,Business & Financial Operations,Business Management,Project Managers,Nov-99,70000,115000,"Project Management, Budgeting, Risk Management, Leadership"
LATER,Business & Financial Operations,Business Management,Business Development Managers,Nov-21,75000,120000,"Business Development, Market Expansion, Client Relations, Sales"
LATER,Business & Financial Operations,Business Management,Marketing Managers,Nov-21,80000,125000,"Marketing Strategy, Branding, Business Development, Campaigns"
